DATA SOLICITAÇÃO,DATA EXPEDIÇAO,N° TICKET,PROJETO,EQUIPAMENTO,SERIAL,QUAL ESTOQUE?,NF,RESPONSABILIDADE,REPOSIÇÃO ,VALIDADO NO ESTOQUE
08/07/25,,196751 ,NTT_ATIVIDADES AVULSAS BRADESCO - F24024,C9200L-24P-4G-A,TSP26450840,9200 TRAG,GRM286,SHIRLEY,,VALIDADO
11/07/25,,197287,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500643,9200 TRAG,GRM292,SHIRLEY,,VALIDADO
7/11/2025,10/11/2025,204292,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022062,9200 MANUTENÇÃO,33121,NATHALYA,,VALIDADO
17/07/25,,197419,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25521033,9200 TRAG,300,SHIRLEY,,VALIDADO
17/07/25,,197419,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25521231,9200 TRAG,300,SHIRLEY,,VALIDADO
17/07/25,,197420,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25521045,9200 TRAG,301,SHIRLEY,,VALIDADO
17/07/25,,197423,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26503419,9200 TRAG,302,SHIRLEY,,VALIDADO
17/07/25,,197423,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26500346,9200 TRAG,302,SHIRLEY,,VALIDADO
17/07/25,,197423,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500543,9200 TRAG,302,SHIRLEY,,VALIDADO
17/07/25,,197423,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26502176,9200 TRAG,302,SHIRLEY,,VALIDADO
17/07/25,,197425,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26471258,9200 TRAG,303,SHIRLEY,,VALIDADO
17/07/25,,197425,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500743,9200 TRAG,303,SHIRLEY,,VALIDADO
17/07/25,,197425,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26510038,9200 TRAG,303,SHIRLEY,,VALIDADO
17/07/25,,197425,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP27020067,9200 TRAG,303,SHIRLEY,,VALIDADO
17/07/25,,197426,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520804,9200 TRAG,304,SHIRLEY,,VALIDADO
17/07/25,,197426,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26463009,9200 TRAG,304,SHIRLEY,,VALIDADO
17/07/25,,197426,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520110,9200 TRAG,304,SHIRLEY,,VALIDADO
17/07/25,,197426,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26470533,9200 TRAG,304,SHIRLEY,,VALIDADO
17/07/25,,197427,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25521079,9200 TRAG,305,SHIRLEY,,VALIDADO
17/07/25,,197427,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26510006,9200 TRAG,305,SHIRLEY,,VALIDADO
17/07/25,,197427,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP27020844,9200 TRAG,305,SHIRLEY,,VALIDADO
17/07/25,,197427,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26501749,9200 TRAG,305,SHIRLEY,,VALIDADO
17/07/25,,197427,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520044,9200 TRAG,305,SHIRLEY,,VALIDADO
17/07/25,,197428,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520884,9200 TRAG,306,SHIRLEY,,VALIDADO
17/07/25,,197428,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500757,9200 TRAG,306,SHIRLEY,,VALIDADO
17/07/25,,197428,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500310,9200 TRAG,306,SHIRLEY,,VALIDADO
17/07/25,,197428,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25492028,9200 TRAG,306,SHIRLEY,,VALIDADO
17/07/25,,197430,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520744,9200 TRAG,307,SHIRLEY,,VALIDADO
17/07/25,,197430,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26465433,9200 TRAG,307,SHIRLEY,,VALIDADO
17/07/25,,197430,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25520096,9200 TRAG,307,SHIRLEY,,VALIDADO
17/07/25,,197430,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26471041,9200 TRAG,307,SHIRLEY,,VALIDADO
17/07/25,,197431,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26470104,9200 TRAG,308,SHIRLEY,,VALIDADO
17/07/25,,197431,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500270,9200 TRAG,308,SHIRLEY,,VALIDADO
17/07/25,,197431,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25501465,9200 TRAG,308,SHIRLEY,,VALIDADO
17/07/25,,197421,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25501462,9200 TRAG,309,SHIRLEY,,VALIDADO
17/07/25,,197432,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26490991,9200 TRAG,310,SHIRLEY,,VALIDADO
17/07/25,,197432,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25492014,9200 TRAG,310,SHIRLEY,,VALIDADO
17/07/25,,197420,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L7HL,EVOTECH,32596,SHIRLEY,,VALIDADO
17/07/25,,197420,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L6U7,EVOTECH,32596,SHIRLEY,,VALIDADO
17/07/25,,197420,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L6HS,EVOTECH,32596,SHIRLEY,,VALIDADO
17/07/25,,197420,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L7VZ,EVOTECH,32596,SHIRLEY,,VALIDADO
17/07/25,,197421,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L8Z5,EVOTECH,32597,SHIRLEY,,VALIDADO
17/07/25,,197421,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L8DE,EVOTECH,32597,SHIRLEY,,VALIDADO
17/07/25,,197421,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L95M,EVOTECH,32597,SHIRLEY,,VALIDADO
17/07/25,,197421,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9300L-48P-4X-A,FVH2831L8F8,EVOTECH,32597,SHIRLEY,,VALIDADO
17/07/25,,197486,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP25500912,9200 TRAG,316,SHIRLEY,,VALIDADO
17/07/25,,197486,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26451581,9200 TRAG,316,SHIRLEY,,VALIDADO
31/07/25,05/08/25,198130,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26500258,9200 TRAG,GRM 322,SHIRLEY,,VALIDADO
06/08/25,06/08/25,198417,NTT_PER CALL - IS20400,CW9166I-ROW,TSP2826AAUF,USP MANUTENÇÃO,32661,FRANCINE,,VALIDADO
06/08/25,06/08/25,198450,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A ,TSP27030110,9200 MANUTENÇÃO,32664,RODRIGO M.,,VALIDADO
06/08/25,06/08/25,198450,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A ,TSP27022349,9200 MANUTENÇÃO,32664,RODRIGO M.,,VALIDADO
06/08/25,06/08/25,198450,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A ,TSP27022133,9200 MANUTENÇÃO,32664,RODRIGO M.,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8FJ,EVOTECH,32668,SHIRLEY,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8BX,EVOTECH,32668,SHIRLEY,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8ZU,EVOTECH,32668,SHIRLEY,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8HE,EVOTECH,32668,SHIRLEY,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8F7,EVOTECH,32668,SHIRLEY,,VALIDADO
06/08/25,07/08/25,198398,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8DL,EVOTECH,32668,SHIRLEY,,VALIDADO
31/07/25,06/08/25,198154,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26480123 ,9200 TRAG,GRM324,SHIRLEY,,VALIDADO
06/08/25,11/08/25,198447,NTT_EVOTECH - 9300 E APS - F240242,CW9164I-ROW,TSP2832AAST,EVOTECH,32678,MARIANA,,VALIDADO
05/08/25,06/08/25,198376,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022402,9200 MANUTENÇÃO,32658,FRANCINE,,VALIDADO
06/08/25,07/08/25,198397,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26500306,9200 TRAG,GRM327,SHIRLEY,,
04/08/25,06/08/25,198325,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022343,9200 MANUTENÇÃO,32659,JOÃO M.,,VALIDADO
06/08/25,12/08/25,198460,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200L-24P-4G-A,TSP26450958,9200 TRAG,GRM328,VITORIA M.,,VALIDADO
13/08/25,14/08/25,198793,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26491040,9200 9K,32694,MARIANA,,VALIDADO
12/08/25,14/08/25,198773,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26451139,9200 TRAG,GRM330,MARIANA,,VALIDADO
12/08/25,14/08/25,198775,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26501663,9200 TRAG,GRM329,MARIANA,,VALIDADO
13/08/25,14/08/25,198815,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26500234,9200 TRAG,GRM331,MARIANA,,VALIDADO
13/08/25,14/08/25,198817,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26466030,9200 TRAG,GRM333,MARIANA,,VALIDADO
13/08/25,14/08/25,198821,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27020513,9200 TRAG,GRM335,MARIANA,,VALIDADO
13/08/25,14/08/25,198818,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26450857,9200 TRAG,GRM334,MARIANA,,VALIDADO
13/08/25,15/08/25,198816,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26500160,9200 TRAG,GRM332,MARIANA,,VALIDADO  
13/08/25,13/08/25,198847,NTT_PER CALL - IS20400,F5 FAN C2400,SUB053107,NTT NOVO,32695,COTRIM,,
14/08/25,18/08/25,198911,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26501683,9200 TRAG,GRM336,SHIRLEY,,VALIDADO  
15/08/25,19/08/25,198996,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L5SS,EVOTECH,32710,MARIANA,,VALIDADO  
15/08/25,19/08/25,198996,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L2W0,EVOTECH,32710,MARIANA,,VALIDADO  
15/08/25,19/08/25,198997,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2833L99J,EVOTECH,32711,MARIANA,,VALIDADO  
15/08/25,19/08/25,198997,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8AF,EVOTECH,32711,MARIANA,,VALIDADO  
15/08/25,19/08/25,199000,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6GU,EVOTECH,32713,MARIANA,,VALIDADO  
15/08/25,19/08/25,199000,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8YY,EVOTECH,32713,MARIANA,,VALIDADO  
15/08/25,19/08/25,199003,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6R7,EVOTECH,32714,MARIANA,,VALIDADO  
15/08/25,19/08/25,199003,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L90N,EVOTECH,32714,MARIANA,,VALIDADO  
15/08/25,19/08/25,199005,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L0WM,EVOTECH,32715,MARIANA,,VALIDADO  
15/08/25,19/08/25,199005,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2833L9FV,EVOTECH,32715,MARIANA,,VALIDADO  
15/08/25,19/08/25,199005,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L2YN,EVOTECH,32715,MARIANA,,VALIDADO  
15/08/25,19/08/25,199005,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L98X,EVOTECH,32715,MARIANA,,VALIDADO  
15/08/25,19/08/25,199007,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L80N,EVOTECH,32716,MARIANA,,VALIDADO  
15/08/25,19/08/25,199007,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6RT,EVOTECH,32716,MARIANA,,VALIDADO  
15/08/25,19/08/25,199006,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8CW,EVOTECH,32717,MARIANA,,VALIDADO  
15/08/25,19/08/25,199006,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L9AM,EVOTECH,32717,MARIANA,,VALIDADO  
15/08/25,19/08/25,199012,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L995,EVOTECH,32718,MARIANA,,VALIDADO  
15/08/25,19/08/25,199012,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L9RQ,EVOTECH,32718,MARIANA,,VALIDADO  
15/08/25,19/08/25,199012,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L2ZT,EVOTECH,32718,MARIANA,,VALIDADO  
15/08/25,19/08/25,199008,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6R9,EVOTECH,32719,MARIANA,,VALIDADO  
15/08/25,19/08/25,199008,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6S7,EVOTECH,32719,MARIANA,,VALIDADO  
15/08/25,19/08/25,199008,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L7W6,EVOTECH,32719,MARIANA,,VALIDADO  
15/08/25,19/08/25,199009,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6SK,EVOTECH,32720,MARIANA,,VALIDADO  
15/08/25,19/08/25,199009,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8PF,EVOTECH,32720,MARIANA,,VALIDADO  
15/08/25,19/08/25,199009,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8FK,EVOTECH,32720,MARIANA,,VALIDADO  
21/08/25,25/08/25,199332,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27020713,9200 TRAG,GRM 338,MARIANA,,VALIDADO  
20/08/25,26/08/25,199263,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP25500543,9200 TRAG,GRM344,MARIANA,,VALIDADO  
20/08/25,26/08/25,199265,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26480126,9200 TRAG,GRM346,MARIANA,,VALIDADO  
20/08/25,26/08/25,199266,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26490350,9200 TRAG,GRM343,MARIANA,,VALIDADO  
20/08/25,26/08/25,199269,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021459,9200 TRAG,GRM342,MARIANA,,VALIDADO  
20/08/25,26/08/25,199272,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26500340 ,9200 TRAG,GRM340,MARIANA,,VALIDADO  
20/08/25,26/08/25,199264,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27022206,9200 TRAG,GRM345,MARIANA,,VALIDADO  
20/08/25,26/08/25,199267,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26471504,9200 TRAG,GRM339,MARIANA,,VALIDADO  
20/08/25,26/08/25,199270,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26465476,9200 TRAG,GRM341,MARIANA,,VALIDADO  
20/08/25,26/08/25,199271,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP25520098,9200 TRAG,GRM338,MARIANA,,VALIDADO  
20/08/25,26/08/25,199273,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021348,9200 TRAG,GRM337,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC283411QU,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28351C1W,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28331SF6,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28351BX4,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28351BLC,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28351BQ4,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,29/08/25,199700,NTT_EVOTECH - 9300 E APS - F240242,CATALYST 9166I AP,FJC28351BPR,EVOTECH,32764,MARIANA,,VALIDADO  
28/08/25,1/9/2025,199690,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022370,9200 MANUTENÇÃO,32771,BEATRIZ,,VALIDADO  
1/9/2025,2/9/2025,199871,NTT_EVOTECH - 9300 E APS - F240242,CW9164I-ROW,FJC280324JU,EVOTECH,32782,MARIANA,,VALIDADO  
1/9/2025,2/9/2025,199871,NTT_EVOTECH - 9300 E APS - F240242,CW9164I-ROW,TSP2832AATZ,EVOTECH,32782,MARIANA,,VALIDADO  
1/9/2025,2/9/2025,199871,NTT_EVOTECH - 9300 E APS - F240242,CW9164I-ROW,TSP2832AAZJ,EVOTECH,32782,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199871,NTT_EVOTECH - 9300 E APS - F240242,CW9164I-ROW,TSP2832AASN,EVOTECH,32782,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC28331SDV ,EVOTECH,32788,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC28351BTJ,EVOTECH,32788,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC283411U0,EVOTECH,32788,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC283411QN,EVOTECH,32788,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC28351BX8,EVOTECH,32788,MARIANA,,VALIDADO
1/9/2025,2/9/2025,199870,NTT_EVOTECH - 9300 E APS - F240242,CW9166I-ROW,FJC28331SFS,EVOTECH,32788,MARIANA,,VALIDADO
3/9/2025,3/9/2025,199973,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27030162,9200 MANUTENÇÃO,32787,JOÃO M.,,VALIDADO
4/9/2025,8/9/2025,200036,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26463061,9200 9K,32799,MARIANA,,VALIDADO
4/9/2025,8/9/2025,200036,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26451285,9200 9K,32799,MARIANA,,VALIDADO
9/9/2025,9/9/2025,199585,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A MANUTENÇÃO,TSP27022349,9200 MANUTENÇÃO,32810,FRANCINE,,
8/9/2025,10/9/2025,200200,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26466053,9200 9K,32812,MARIANA,,VALIDADO
8/9/2025,10/9/2025,200206,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26465055,9200 9K,32813,MARIANA,,VALIDADO
8/9/2025,9/9/2025,200220,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021420,9200 TRAG,GRM352,MARIANA,,VALIDADO
8/9/2025,10/9/2025,200212,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26450947,9200 TRAG,GRM354,MARIANA,,VALIDADO
8/9/2025,10/9/2025,200212,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26470676,9200 TRAG,GRM354,MARIANA,,VALIDADO
10/9/2025,11/9/2025,200359,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26502012 ,9200 9K,32820,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26503335,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26466294,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26480146,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26470149,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26503492,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26460880,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021277,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021522,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26490667,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26420229,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26491114,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26466019,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26491151,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26501873,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26462967,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26470203,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021341,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27510509,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26451679,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26411152,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP25500578,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP25521224,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27290940,9200 TRAG,GRM351,MARIANA,,VALIDADO
2/9/2025,11/9/2025,199929,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26470224,9200 TRAG,GRM351,MARIANA,,VALIDADO
